5082750	5082750,11029
5906250	5906250,27791
11493000	11493000,7868
11894500	11894500,15138
12231250	12231250,12173
1446250	1446250,7105,8689,18712
3520000	3520000,2999,10702,14020,21336,27791,29099
38250	38250,18730
5959000	5959000,251,12352
6564500	6564500,4059,4949,7263,10059,11176,11196,12394,13494,14020,15805,16110
7345250	7345250,22484
7699500	7699500,360,679,1363,3228,6602,8173,11080,11196,11793,12346,12977,18730,19973,20955,21067,22280,23662
83250	83250,5131
1381000	1381000,17958
380000	380000,2128
4102750	4102750,4825,4919,5192,10026,21787
4922750	4922750,18024
5027500	5027500,16956
5769750	5769750,16818
5847500	5847500,17995
7927750	7927750,26288,18624
8129250	8129250,25733
10018000	10018000,12447
10063000	10063000,2257
11321750	11321750,7997,290,3775,11730,23338,23662,24907,28662,29330
11936000	11936000,14294
12337750	12337750,21092
1240250	1240250,8689
145750	145750,24242
1517000	1517000,15299
1812000	1812000,11196,16406,23143
2251750	2251750,13084,22727
2492500	2492500,19005
5012750	5012750,1262,7963
5143250	5143250,14482,19457,21110,26614
6848750	6848750,8689,12160,12606,14145
7545250	7545250,8149,11679
8271000	8271000,11280
10069500	10069500,4571,10740,15322,18519,7868
10401500	10401500,27791
10774750	10774750
11874000	11874000,12220
1324500	1324500,7868,12394,12977
3981750	3981750,27791,1831,14887,18730
452750	452750,18491
6003750	6003750,8792,15414,23013,647,2033,24869
6867750	6867750
7016500	7016500,14020
7320250	7320250,26728
7886000	7886000,9472,1428,5267,11199,13556,15446,25177
8033500	8033500,21110,28653
10261750	10261750,14261,17061,19394,11679,18024,28270
10588000	10588000,15138,14020,22499,25012
11730000	11730000,2513,5443,8296,18024,21565
11972750	11972750,15631
2870250	2870250,4003,14020,17606,7096
3795000	3795000,12352,24601
4902250	4902250,4709,14952,18730,23628
6400000	6400000,2452,18038,18712,22371
9437500	9437500,12168
10492250	10492250,24984,2739,3228,4571,4949,7868,8996,11176,12731,16849,18805,19702,20029,20897,24359,26728
10609250	10609250,2963,5598
1074500	1074500,9567
10845500	10845500,9985,13390,28631
154500	154500,18805,12168,12977,21110
1953250	1953250,3658,251,10176,15639,20979,24415
2182750	2182750,8689
2920750	2920750,22359,23407,3775,6080,7071,7208,13962,14261,21862,21973,23878,25933,26699
3363000	3363000,25742
4004500	4004500,19686
4054000	4054000,9090,11304
4133750	4133750,25372,15159,21110
5187750	5187750,11080
573000	573000,7071,16653,23214,26655
7103000	7103000,5574,11080,22636
7269250	7269250,27791
7476250	7476250,1037,4571,23284
848500	848500,6467,9838,12977,14261,16406,18730,19814
9906500	9906500,21110
1140750	1140750,12541,22313,2835,3032,3937,17421,23662
11564250	11564250,4846,6104
2200750	2200750,12674,2610,9210,11080,14020
5239500	5239500,14360,16939,21110
5491500	5491500,18024,9472
5994250	5994250,7611
6766250	6766250,599,21092
6957500	6957500,15534
835000	835000,5848,13878,14048
8702500	8702500,7105,7868,8662,11080,11176,11196,15138,17597,18024,23779
10322250	10322250,5185
11984750	11984750,133,251,2257,2683,3627,8662,8689,12352,14580,21110,24415,24601,25086
2788750	2788750,2898,3804,6880,7096,11679,18741,22280,27791,29084
3149000	3149000,9486,24503
3723750	3723750,4078,12271,1831,13247,14020,20846
6654750	6654750,14261,16110
7306250	7306250,679,2249,2669,7868,17676,24379
8195000	8195000,1758,3034,4078,5185,7868,16624,18024,24519,24711
9782500	9782500,5856
12371000	12371000,12394
1758250	1758250,27791
341000	341000,25840,26754
5293250	5293250,679,20506,12220
7034000	7034000,9936,11543,11776,14266,14603,14701,20937,29203
7163250	7163250,8689
745750	745750,19339
1104500	1104500,2257,2683,3228,9838,11052,11196,12168,12220,12394,14580,15639,15934,24848,24975
1934750	1934750,21838
200250	200250,9620,1831,5856,12352
266500	266500,10282
3266750	3266750,26318
3310750	3310750,4172,4997,11176,14580,18730
3588500	3588500,1831,12285,12329,12352,12737,18024,18712,18805,20846,21336,21400,29473
4376250	4376250,8689
7003500	7003500,13793
764750	764750,14153
8633500	8633500,255,1950
8730250	8730250,911,3228,12068,28653
8799750	8799750,18024,2257,7868,8327,11080,13592,14261,17823,27456
9039750	9039750,11196,15639
9982500	9982500,9369
4423500	4423500,24193
4557250	4557250
5155750	5155750,6191,8173,15018,18024,18805,24669
5238000	5238000,12977,22359,25372
5655250	5655250,290,377,2257,3228,3313,4338,7868,9131,9340,11080,11196,13853,14020,14048,14138,15645,15988,16319,16406,16500,17249,18805,20047,24194,24929
6299000	6299000,7868
7892000	7892000,10928,25366
832250	832250,11578,23143,23782
8529750	8529750,22583,911,3755,14925,18075
8940500	8940500,3720,4949,11196,15159,16463,16952
9972250	9972250,23187
10966250	10966250,8689
2331750	2331750,1390,2436,4571,9620,17214,18805
3549000	3549000,14261,24869
3592750	3592750,5836,7868
3675000	3675000,18805
3751500	3751500
5336750	5336750,20146
5467250	5467250,1822,21110
6603750	6603750,7230
8435250	8435250,7105,14261,679,1591,3047,9548,11080,11196,11679,12747,16540,18730,21067
9121750	9121750,7868
9946250	9946250,21865,3720
1247000	1247000,20548
2882750	2882750,4452
2968250	2968250,12220,18805
3405000	3405000,5015,5470
5226500	5226500,6828
5320000	5320000,3228,18692
7060500	7060500,504,3384
776750	776750,2257,2963,3228,7208,9991,14777,18730,21092,22043,22359,26006,27401,29084
2033500	2033500,4949,11176,3627,12352,28270
2808500	2808500,7560,24196
4118250	4118250,13749
472000	472000,14647
4886500	4886500,17640
7854500	7854500,16463
10443000	10443000,19466,27135
10653250	10653250,29203
11625250	11625250,3740,21628
11947000	11947000,11080,13103,16865,7868,23482
5264500	5264500,5470,12220,12352,12394,14261,14533,21110,23878,25372
6900500	6900500,21659
7600250	7600250,4949,7868,8662,24415
7715000	7715000,7868
7797000	7797000,13942,21554,24066
892500	892500,17180,3074,3627,3647,7868,14020,18741,18805,22280,28985
10818500	10818500,5185,14261
10915250	10915250,12395
1173500	1173500,5848,15661,5598,8257,12329,24869
1338750	1338750,12586,12410
2076000	2076000,21841
2448250	2448250
2891500	2891500,819,2257,8027,1237,4949,11176,12175,21539,25086
2940000	2940000,2683,11767,12168,1337,2257,11080,12220,15622,15935,19500,21091,24486,24519,25260
4059500	4059500,16463
4153000	4153000,9912
4895250	4895250,11638,12068,21067,23779,24541,26308
5899750	5899750,12220
6014750	6014750,21110
7976750	7976750,24194
8049000	8049000,22749
1118250	1118250,8278,24306,14294
12016750	12016750,21092
12142750	12142750,22749
1244250	1244250,1691,4324,7980
2386250	2386250,26754
2752000	2752000,12243,2042
439000	439000,3362,6104,12287,16821,24060,25415,3228,3734,4351,7868,11499,18835,20449,24486
5962750	5962750,27446,9563
7143250	7143250,10702,1773
9123500	9123500,7868
10539250	10539250,5393,8702,14020,17835
1911500	1911500,10872,18730
4259500	4259500,4949,9111,18805
5037000	5037000,6880,12068
5279750	5279750,11571,14956,15192,29269
5726500	5726500,2693
7405250	7405250,17431
8163500	8163500,679,2257,4571,7868,8676,9502,11080,13483,14261,15022,19381,21092,22421,23103,23662,24608,26959,27458,28438
8215250	8215250,14261,24628
9179500	9179500,11196
9352750	9352750,6548
9807250	9807250,7868,21885
9839750	9839750
10972250	10972250,23779
11158000	11158000,360,5043,7105,11080
11494250	11494250,8676,27509
11734000	11734000,679,14490
2088000	2088000,2198
3846250	3846250,11882,12352,23143
4370750	4370750,1666
65500	65500,1512,4571,24194,29099
8072250	8072250,12977
1492500	1492500,3228,3627,16406
1528500	1528500,21092
1792000	1792000,6203
2316250	2316250,9657
3317500	3317500,3032,11864,27514
4378500	4378500,8689
4503500	4503500,12220,26754
4876750	4876750,11080
7184500	7184500,4571,7868,16939,24517,24541
8156500	8156500,8842
9586500	9586500,414,6906,7868,10620,17401,27888
11114000	11114000,21110
3014750	3014750,4551
4782250	4782250,679
5170500	5170500,4949,6096,16110
6233750	6233750,4220,18180
6848000	6848000,12977
8017000	8017000,15096,22280,23284
8353250	8353250,16331
9076750	9076750,4731
11794250	11794250,12220
3148500	3148500,3627,19258
3326250	3326250,24459
3404000	3404000,22246,3627,6246
4625750	4625750,15446,17671
6301250	6301250,8637
691500	691500,5185,7868,8643,11849,12977,20297,26288
9513250	9513250,414,1008,16420
9671750	9671750,2826
11558000	11558000,12674
2198750	2198750,12394,14294
267250	267250,20297
2807500	2807500,1015,12688,18024,19379
2823250	2823250,25329
3009000	3009000,5627,2033,23214
393250	393250,4949,11176
5828250	5828250,599
6807250	6807250,679,11983,14261,21110,26665
791500	791500,24831
11129250	11129250,4949,11080
1688750	1688750,12220,5376,14020
2103250	2103250,1831,5458,12394
3684750	3684750,16754
4087750	4087750,27791
4631250	4631250,12285,13103,20035,24194
5522250	5522250,2257
5957500	5957500,2826
731750	731750,3384,23623
9215000	9215000,14294
11352000	11352000,15155
12331000	12331000,18180,7542,21758
1622500	1622500,8148,14020
1710500	1710500,7868
2232500	2232500,14261
3010000	3010000,13975
4317250	4317250,3398,4172,12220,15159
4475750	4475750,3627,4479,9671,11176,13888,15114,15934,16540,17581,17958,18024,19539,21092,21110,23103,23475,24869,25372,27401,29099
5078750	5078750,25669,679,1031,4949,7465,9236,14580,19973
621500	621500,2683,7868
6264750	6264750,1415
6683250	6683250
6921750	6921750,622,637,8193,24606,28954
8910750	8910750,3469
9842500	9842500,18805,7868,22319
10642000	10642000,7323,11176,25570
1194750	1194750,25366
1531250	1531250,22179,10247
1782250	1782250,21110
190500	190500,18465
3304500	3304500,18086,22269,1392
567250	567250,9899,11080
5751500	5751500,14873,21094
599750	599750,2945,14261,29146
6571750	6571750,20158
887750	887750,15019,11730,26754,28621,29225
965500	965500,2963,12056,21539
10533750	10533750,14261,24026
1181250	1181250,4689,11849,22749
12275500	12275500,5429
3742000	3742000,14482,20846,29099
8243500	8243500,17945
9351750	9351750,11080,993,12588,14580,25260
984500	984500,679
11440500	11440500,504,4731,15584,16540
1189000	1189000,4949,11176,27615
11896000	11896000,10872,13853
19500	19500,2610,11080,11280,14261
2050000	2050000,21659
232000	232000,7868,7105
2988000	2988000,22482,1822
3216500	3216500,6617
3719250	3719250,273
5139250	5139250,911,11080,23826
6852750	6852750,12285,16939
8314250	8314250,3536,19416
12234750	12234750,14580
12239250	12239250,26288
4921000	4921000,15534
5024500	5024500,3228,12220,12394,18730,18805,20747,25029,29084
5812000	5812000,2683,19993
6172000	6172000,7827,24704
6713250	6713250,18879,5185,18805,24541
7361250	7361250,9291
7893250	7893250,28348
9394250	9394250,3228,7105,8822,9045,11196,17060,25372
10592000	10592000,993,2257,4949,5598,6951,11176,11679,12220,12352,14580,15639,16429,25372
11307500	11307500,24944
2253250	2253250,11080,11196
4399750	4399750
5915250	5915250,2367
6234000	6234000,4220,4571,23683,26659,26699
6683750	6683750,4939,15446
7830250	7830250,554
8096750	8096750,20918,25356,26485
10566000	10566000,7868
10773000	10773000,2257,12352
11711250	11711250,23861,1392,10866,24942
1617250	1617250,2217,4509,11329,20579
2756000	2756000,2198
4257000	4257000,15089,23475
4658500	4658500,27625,21838,25372
8111500	8111500,527
9463750	9463750,11196
11313000	11313000,3228,7105,7963,11196,11679,12977,16406,21865,23143,24869
12004000	12004000,16540
12377250	12377250,14020,18075,679,1831,2729,3151,3313,8689,9567,15138,22313,22329
1724250	1724250,3228,12977,15672
4035250	4035250,11159
4852000	4852000,7038,7868,29146
6998500	6998500,1031,201,3627,19416
8617500	8617500,11280,12055
10234000	10234000,9340,10584,14020,21565,24869,25214
1074750	1074750,527,10171,679,3228,7868,11080,11573,12285,16406,27092
10976250	10976250,12285,14482
11283500	11283500,12220
1319000	1319000,1237,5469,21849
1727500	1727500,7812
3282250	3282250,24601
528250	528250,12977
5846250	5846250,17747,19993
7218000	7218000,2421,20955,29034
7588000	7588000,28975,18575
11590500	11590500,7868,18741
2187500	2187500,6158,2963,7059,12162,16376,23628,29203
3625250	3625250,21110,26614
3861500	3861500,7868
3913250	3913250,8409,9948,10136,12220,14020,15159,18213,27817
10628500	10628500,7045,27117,796,14294
11535250	11535250,6024,11052,12394,13984,19021
12061000	12061000,17058
12417500	12417500,7963,17959
3644250	3644250,18843,7868
5011500	5011500,22280,569,23013
5226250	5226250,20,8689,23338
6700250	6700250,4949,11176
6897000	6897000,4052,4300,23223
854250	854250,4571
1086750	1086750,7868,9899,11080
11169500	11169500,993,12173,14020,17640
11957000	11957000
4063000	4063000,14573
4967250	4967250,7868,12431
6751750	6751750,599
8745250	8745250,679,15883
9512750	9512750,21593
11601500	11601500,647,6299,11080,12220,20658,28117
3344750	3344750,2771,12220,14020,26614,28435
4195500	4195500,7737,27407
425500	425500,8313
4852500	4852500,911,24541,26288
5261000	5261000,13592
6155250	6155250,7850,14020
8216500	8216500,22552,2257
8845250	8845250,3228,6092,15114,15189,20388,22484,23628,26699,26714
9694750	9694750,10914,21233
11579750	11579750,12688,15217,23841
1579250	1579250,14573
1793250	1793250,2033
282500	282500,12055
3895750	3895750,12606
5440750	5440750,2963,9838,11052,12394,25260
8573000	8573000,6158,16110,21110
11225500	11225500,24869,3740,21110
1561250	1561250,251,679,1481,11465,12168,12352,12557
2975500	2975500,7105,7868,9936,9953,12977,13592,15934,16670,18730,21865,28425
3350250	3350250,24765,12220,19177
4606000	4606000,14887,21110
5865750	5865750,27033,27136
7785250	7785250,12132
7898750	7898750,16110,24503,26894
8385000	8385000,19217,9111
11503250	11503250,19458,21967
11747250	11747250,17959
3031750	3031750,679,934,2257,3228,3627,6880,7061,7105,7323,8689,9838,11176,11263,14261,14265,15584,16110,16540,17060,18730,21565,21919,23628
3114000	3114000,15259
4256000	4256000,7692,14153,27791
5354000	5354000,20180,18990
5642000	5642000,10726,679,1228,2257,2504,4949,7096,9985,11080,11176,12512,17640,21110,22889,24001,27683,28059
6412750	6412750,3304,17060
10052000	10052000,7680,7620,12754,22280
5292000	5292000,8643,23779
5407750	5407750,6352,178,26480
5742000	5742000,5593,19523,170,4080,12870,15874,25770,29465
5952250	5952250,6827,11977,12285
7450000	7450000,4949,12352,12977,14261
8051750	8051750,21911
8100250	8100250,7868,22489
9069000	9069000,28017,2257,7868,8689,11573,21110
9438000	9438000,24977
10312750	10312750,12352,7868,18805
10521000	10521000,7868,9045,9471,13779,15874,25415,25770
1525000	1525000,11196,24601
239250	239250,5470,19973
6694750	6694750,14020,24196,251,679,3627,11080,12352,12977,14261,18075,18730,28621,28641
